protein_len,protein_mean,protein_std,protein_min,protein_max,protein_median,compound_len,compound_mean,compound_std,compound_min,compound_max,compound_median,log10_kcat
560.0,3099.405357142857,1928.4434586436769,1.0,6033.0,2951.0,17.0,298.4117647058824,141.60469368405978,39.0,402.0,394.0,1.380211241711606
323.0,3135.8049535603714,1872.42878705068,5.0,6066.0,3008.0,19.0,99.26315789473684,123.33217538324922,17.0,403.0,17.0,-2.0457574905606752
584.0,2745.695205479452,1852.7323305343245,6.0,6110.0,2527.0,17.0,146.8235294117647,167.8287766442221,35.0,408.0,41.0,0.6821450763738317
321.0,2851.685358255452,1866.3031904864458,83.0,6139.0,2413.0,4.0,351.5,0.5,351.0,352.0,351.5,-0.5686362358410126
392.0,2850.9464285714284,1836.2111555712725,35.0,6164.0,2561.5,60.0,102.41666666666667,92.67780958184589,18.0,410.0,87.5,0.2041199826559247
588.0,2825.6768707482993,1838.157345332475,21.0,6193.0,2590.0,78.0,158.80769230769232,136.9414115497524,17.0,424.0,92.0,1.8750612633917
176.0,3212.3011363636365,1847.0645307914392,4.0,6209.0,3172.0,81.0,183.39506172839506,156.05140645663838,11.0,440.0,188.0,-1.4436974992327127
322.0,2834.027950310559,1929.0053037645332,9.0,6238.0,2603.5,1.0,141.0,0.0,141.0,141.0,141.0,0.7160033436347992
241.0,2938.1867219917012,2010.9016583755954,35.0,6264.0,2673.0,3.0,116.66666666666667,0.4714045207910317,116.0,117.0,117.0,1.5563025007672873
196.0,2879.8520408163267,2023.7161648470326,105.0,6283.0,2392.5,2.0,442.0,0.0,442.0,442.0,442.0,0.1139433523068366
212.0,2821.056603773585,1869.0838176900281,4.0,6297.0,2562.0,12.0,154.83333333333334,155.58429298043623,17.0,340.0,32.0,4.731427587050948
276.0,2819.5471014492755,1883.9045411711343,5.0,6315.0,2577.0,23.0,168.2608695652174,185.97971310387695,11.0,448.0,39.0,-0.4436974992327127
274.0,2989.036496350365,2012.6885962635477,25.0,6338.0,2672.0,78.0,158.80769230769232,136.9414115497524,17.0,424.0,92.0,2.4578818967339924
381.0,3026.6220472440946,1880.5068755844043,28.0,6362.0,2856.0,20.0,57.9,55.06895677239583,11.0,188.0,39.5,2.05307844348342
289.0,2780.8546712802768,1996.6973526250565,23.0,6384.0,2346.0,1.0,141.0,0.0,141.0,141.0,141.0,-0.6575773191777937
447.0,2821.259507829978,1879.3868960156112,41.0,6404.0,2519.0,1.0,141.0,0.0,141.0,141.0,141.0,0.5314789170422551
260.0,3207.5461538461536,2067.991194042918,15.0,6429.0,2961.0,44.0,100.6590909090909,76.7051447788034,18.0,329.0,88.0,0.5132176000679389
284.0,3005.5140845070423,1843.4672981583078,25.0,6441.0,2985.5,21.0,140.1904761904762,131.2495329869674,18.0,450.0,88.0,-0.5528419686577808
436.0,2970.9633027522937,1944.4139912311664,2.0,6473.0,2896.0,23.0,221.34782608695653,151.9151962217743,17.0,457.0,196.0,0.2278867046136734
453.0,2827.1721854304637,1953.821428238181,29.0,6506.0,2473.0,17.0,168.58823529411765,181.06126971553982,8.0,460.0,54.0,1.7242758696007892
334.0,3113.0359281437127,2018.2702097161648,6.0,6529.0,2988.0,193.0,189.60621761658032,159.6235219810395,11.0,475.0,195.0,0.2304489213782739
380.0,2787.9842105263156,2066.357029517141,1.0,6558.0,2495.0,17.0,118.70588235294117,139.6317698157139,11.0,477.0,93.0,-0.6020599913279624
254.0,2613.468503937008,1853.100497472387,6.0,6570.0,2318.5,73.0,155.1095890410959,138.99675384440877,17.0,424.0,92.0,1.6026025204202563
334.0,2921.068862275449,1861.149084415234,26.0,6587.0,2754.0,1.0,141.0,0.0,141.0,141.0,141.0,1.1139433523068367
419.0,2850.217183770883,1950.9012354897684,48.0,6615.0,2556.0,3.0,116.66666666666667,0.4714045207910317,116.0,117.0,117.0,1.9556877503135053
258.0,3119.8372093023254,2034.838055345851,28.0,6636.0,2834.0,3.0,116.66666666666667,0.4714045207910317,116.0,117.0,117.0,1.869231719730976
1108.0,3130.3646209386284,2043.6355202468828,3.0,6706.0,2983.0,23.0,222.82608695652175,212.32945118661667,18.0,489.0,93.0,-2.292429823902064
291.0,2869.357388316151,2057.2649016862215,32.0,6717.0,2544.0,46.0,235.1304347826087,162.14078808455488,11.0,497.0,213.0,3.113943352306837
460.0,3093.2195652173914,2006.585710811924,6.0,6745.0,2826.0,24.0,64.29166666666667,44.273279344192346,11.0,151.0,40.5,0.2355284469075488
312.0,2667.673076923077,1941.3470183574611,59.0,6752.0,2375.5,42.0,202.33333333333334,169.70375682160096,11.0,502.0,133.5,2.4771212547196626
509.0,2850.5677799607074,1973.792069449463,23.0,6776.0,2579.0,31.0,238.29032258064515,233.8662691407879,36.0,519.0,42.0,1.0086001717619175
246.0,2880.130081300813,1952.7157614121602,26.0,6787.0,2492.0,45.0,328.22222222222223,188.06475112918943,11.0,540.0,322.0,1.3617278360175928
298.0,2712.3758389261743,1934.29285407414,78.0,6797.0,2278.5,56.0,288.1607142857143,222.12197234737897,11.0,562.0,217.0,1.146128035678238
386.0,2736.559585492228,1793.8589450799502,23.0,6805.0,2597.0,1.0,141.0,0.0,141.0,141.0,141.0,0.1139433523068366
745.0,3047.6577181208054,2041.835448713152,1.0,6848.0,2770.0,4.0,351.5,0.5,351.0,352.0,351.5,0.7781512503836436
288.0,3239.277777777778,1983.3600451438058,38.0,6862.0,3084.5,5.0,566.0,0.8944271909999159,565.0,567.0,566.0,-0.0604807473813814
185.0,3073.7945945945944,1869.422038440924,57.0,6870.0,2743.0,47.0,164.08510638297872,167.98161370857713,17.0,570.0,89.0,1.9851569212770568
374.0,3096.6737967914437,2011.5898986447098,2.0,6889.0,2956.5,14.0,201.71428571428572,236.97179716806224,18.0,572.0,54.0,4.139879086401237
569.0,2834.446397188049,1943.7487174663863,38.0,6907.0,2661.0,7.0,578.0,1.0690449676496976,576.0,579.0,578.0,0.7323937598229685
485.0,2629.1113402061856,1890.5194060672218,3.0,6923.0,2186.0,16.0,280.6875,219.09379234416934,35.0,585.0,249.0,1.6812412373755872
278.0,2871.6079136690646,1934.2647277236358,64.0,6930.0,2466.0,41.0,291.7560975609756,249.27238314623847,11.0,600.0,217.0,0.7781512503836436
323.0,3177.176470588235,2001.4893563995618,59.0,6939.0,3062.0,24.0,265.5,236.00865097138566,35.0,603.0,188.0,0.8864907251724818
340.0,3216.785294117647,2094.839869864036,0.0,6958.0,3219.5,26.0,246.65384615384616,265.6378307029925,11.0,612.0,54.0,1.2068258760318498
274.0,2985.0766423357663,2002.0833723629933,3.0,6968.0,2772.5,73.0,155.1095890410959,138.99675384440877,17.0,424.0,92.0,0.5797835966168101
773.0,2993.2897800776195,1947.359565401044,22.0,6993.0,2892.0,24.0,78.25,51.09733358992424,18.0,150.0,87.5,0.8920946026904804
418.0,2594.2105263157896,2003.1519501982311,2.0,7007.0,2134.5,22.0,81.04545454545455,72.3950508559097,18.0,259.0,39.0,1.1139433523068367
688.0,3211.345930232558,2052.280228464482,26.0,7040.0,2930.5,49.0,200.87755102040816,197.91315686257096,11.0,618.0,188.0,1.3180633349627615
264.0,2855.560606060606,2032.9798727467944,0.0,7049.0,2419.5,16.0,329.25,245.10240206901278,35.0,625.0,275.5,-1.853871964321762
254.0,2818.0866141732286,1859.3289134109693,21.0,7056.0,2480.0,12.0,95.25,166.21327915261966,16.0,626.0,17.5,0.8692317197309762
509.0,3144.222003929273,2063.1062985324616,20.0,7078.0,2842.0,28.0,395.82142857142856,256.39855325692633,11.0,637.0,476.0,1.3283796034387378
469.0,3257.0383795309167,1994.5910468454454,7.0,7094.0,3220.0,42.0,251.16666666666666,257.47232090410427,18.0,648.0,116.5,3.645913275033844
282.0,3010.241134751773,2058.1031613369373,40.0,7104.0,2607.5,333.0,152.76576576576576,125.4916544816177,17.0,649.0,98.0,2.0277572046905536
408.0,3045.1887254901962,2122.600659561502,3.0,7117.0,2681.5,98.0,171.30612244897958,179.56463267986376,11.0,657.0,96.0,4.712649701627211
385.0,2883.2493506493506,1983.7636550564575,38.0,7128.0,2498.0,98.0,179.12244897959184,189.25257204766217,16.0,664.0,98.5,2.424881636631067
448.0,3010.745535714286,2088.726199419346,24.0,7146.0,2728.0,33.0,120.57575757575758,142.63027650516995,17.0,665.0,87.0,-1.234331445240986
281.0,2961.32384341637,1919.7734496477485,0.0,7151.0,2926.0,18.0,200.55555555555554,151.95987124611483,17.0,457.0,196.0,-0.744727494896694
201.0,2683.855721393035,2159.5212165330354,41.0,7157.0,2132.0,21.0,401.9047619047619,294.5128188271518,11.0,677.0,669.0,0.167317334748176
470.0,3350.3702127659576,2099.5747936204457,3.0,7170.0,3255.5,177.0,203.97175141242937,169.68673128043562,16.0,682.0,190.0,0.1760912590556812
510.0,3184.7764705882355,2059.6863698610678,6.0,7186.0,2932.0,19.0,116.52631578947368,129.69696194999392,11.0,431.0,39.0,-0.4353339357479107
38.0,3429.3947368421054,2551.7061633704666,24.0,7193.0,3132.5,22.0,88.81818181818181,96.9749903858236,8.0,296.0,23.5,1.3230457354817011
436.0,2970.9633027522937,1944.4139912311664,2.0,6473.0,2896.0,21.0,143.95238095238096,200.33007909340313,34.0,684.0,41.0,0.7664128471123994
202.0,2820.9752475247524,1870.9712266816084,3.0,7197.0,2609.5,45.0,106.37777777777778,73.70822022267978,18.0,270.0,89.0,0.9329808219231982
426.0,3181.6408450704225,2026.7044319722133,42.0,7209.0,3173.0,86.0,260.80232558139534,264.3574403599441,18.0,699.0,98.0,0.9493900066449128
969.0,3289.958720330237,2130.0089643432184,5.0,7249.0,3141.0,150.0,93.88,75.67764266941722,18.0,285.0,92.0,3.008600171761917
307.0,2987.0097719869705,2067.50149531488,2.0,7260.0,2603.0,17.0,307.5882352941176,305.2927348942958,35.0,702.0,42.0,2.1760912590556813
286.0,2796.2097902097903,2024.9351068015237,3.0,7267.0,2558.0,44.0,340.9318181818182,308.4893100938001,11.0,721.0,199.0,2.6989700043360187
462.0,2772.677489177489,1850.4738055637745,22.0,7271.0,2564.5,13.0,233.6153846153846,260.0057805456636,11.0,723.0,39.0,0.8597385661971468
250.0,3122.032,2166.49352433281,18.0,7281.0,2798.0,47.0,106.53191489361703,64.02089122586828,18.0,235.0,89.0,1.4313637641589874
318.0,2648.5,1999.2355909480023,49.0,7284.0,2309.0,14.0,187.07142857142858,236.66476117849376,11.0,725.0,127.5,0.6711728427150833
289.0,2824.0034602076125,2049.578803043255,2.0,7292.0,2635.0,95.0,169.5157894736842,215.53213770171598,11.0,733.0,87.0,0.3979400086720376
704.0,2996.34375,2030.8942411577605,6.0,7316.0,2667.0,161.0,202.16770186335404,172.37685264994593,17.0,736.0,191.0,0.7839035792727349
656.0,2979.379573170732,2040.4589925140679,9.0,7335.0,2741.5,29.0,224.17241379310346,189.69941176821843,17.0,738.0,197.0,-1.3675427078152758
390.0,3019.974358974359,2105.9715924153597,22.0,7346.0,2757.5,28.0,229.14285714285714,249.81531954135843,11.0,743.0,132.0,1.0413926851582251
541.0,2897.8391866913125,2007.5203440127864,7.0,7357.0,2610.0,78.0,158.80769230769232,136.9414115497524,17.0,424.0,92.0,0.0
1333.0,3028.7156789197297,2134.7231948689296,2.0,7398.0,2620.0,13.0,417.3076923076923,307.922413958048,78.0,749.0,229.0,0.8543060418010806
433.0,3263.9930715935334,2035.0967264148005,21.0,7404.0,2954.0,13.0,168.23076923076923,270.5931245491179,11.0,751.0,30.0,-0.585026652029182
140.0,3455.614285714286,2094.7953210131955,25.0,7410.0,3102.0,97.0,123.31958762886597,91.09149658637415,16.0,337.0,88.0,1.0
347.0,2873.3371757925074,2033.7940804852412,29.0,7419.0,2687.0,73.0,172.58904109589042,178.15652926850117,17.0,754.0,92.0,3.89209460269048
383.0,2914.3159268929503,1916.1074014312042,4.0,7425.0,2637.0,95.0,130.02105263157895,114.61036776353163,8.0,657.0,93.0,1.3159703454569178
325.0,2677.28,1976.476499321262,2.0,7428.0,2350.0,1.0,141.0,0.0,141.0,141.0,141.0,1.0791812460476249
566.0,2989.3286219081274,2138.9183657633753,3.0,7445.0,2690.5,27.0,140.85185185185185,209.91156933579217,11.0,756.0,40.0,2.934498451243568
286.0,2796.2097902097903,2024.9351068015237,3.0,7267.0,2558.0,41.0,291.7560975609756,249.27238314623847,11.0,600.0,217.0,2.278753600952829
362.0,2947.4475138121547,2110.022375246476,3.0,7453.0,2706.0,41.0,214.17073170731706,213.69124095395256,11.0,760.0,195.0,1.334453751150931
366.0,2886.374316939891,1962.4870733057817,4.0,7457.0,2588.5,87.0,245.24137931034483,270.36174002928135,11.0,769.0,146.0,2.6532125137753435
510.0,3141.3137254901962,2049.9237316295175,20.0,7458.0,2822.0,46.0,472.69565217391306,252.39383214103222,38.0,775.0,628.0,1.8195439355418688
362.0,2893.718232044199,1906.1192092688839,2.0,7461.0,2698.0,33.0,188.8181818181818,220.8421148001927,11.0,777.0,132.0,1.5615938615159974
771.0,2847.090791180285,2011.1397268305552,7.0,7473.0,2584.0,108.0,92.72222222222223,74.24980774801563,18.0,285.0,92.0,2.0863598306747484
516.0,2796.608527131783,1995.0510994419799,2.0,7479.0,2522.0,4.0,779.75,0.4330127018922193,779.0,780.0,780.0,-0.585026652029182
417.0,2667.31654676259,1895.6349823025218,24.0,7483.0,2295.0,13.0,131.76923076923077,206.87943491733532,11.0,781.0,39.0,-1.2676062401770316
496.0,2983.8931451612902,2112.0488291531533,9.0,7494.0,2620.5,24.0,64.29166666666667,44.273279344192346,11.0,151.0,40.5,0.1522883443830564
704.0,2996.34375,2030.8942411577605,6.0,7316.0,2667.0,146.0,223.66438356164383,182.16450782068253,17.0,783.0,199.0,0.7839035792727349
701.0,2548.796005706134,1910.8477313845658,2.0,7499.0,2130.0,45.0,86.93333333333334,66.35105290967297,18.0,285.0,92.0,-1.42021640338319
384.0,2981.4244791666665,1998.9049618178292,10.0,7510.0,2767.5,18.0,418.77777777777777,337.029434183682,19.0,789.0,234.0,5.489958479424835
267.0,3005.6554307116103,1938.569883221502,49.0,7512.0,2864.0,46.0,253.45652173913044,284.7732665244968,10.0,796.0,166.5,1.0413926851582251
321.0,3157.5233644859813,2034.4871115557598,8.0,7515.0,2885.0,31.0,109.64516129032258,137.76664430492056,18.0,797.0,81.0,1.6893088591236205
315.0,2947.3015873015875,1965.8133712619826,60.0,7518.0,2742.0,1.0,141.0,0.0,141.0,141.0,141.0,4.73383900069715
503.0,2954.520874751491,1975.3516391951093,4.0,7521.0,2687.0,72.0,139.56944444444446,164.68065277892046,18.0,800.0,88.0,0.3820170425748684
266.0,2752.218045112782,1973.9079033994835,125.0,7522.0,2414.5,59.0,351.45762711864404,274.5874762308798,11.0,812.0,312.0,1.6232492903979006
387.0,2833.6976744186045,1923.2929795908444,7.0,7525.0,2564.0,13.0,119.61538461538461,207.12780835533127,17.0,813.0,39.0,0.9991305412873712
156.0,3284.9166666666665,2058.3042901252147,104.0,7526.0,3362.5,37.0,245.54054054054055,264.9306482014955,11.0,817.0,195.0,-0.721246399047171
289.0,3004.9515570934254,2070.285582260803,49.0,7531.0,2652.0,37.0,360.0810810810811,315.3381178370187,11.0,823.0,213.0,-1.0
425.0,3042.338823529412,1987.716163433574,39.0,7535.0,2959.0,27.0,223.8148148148148,245.8445815938187,11.0,826.0,132.0,0.5428254269591799
376.0,2972.446808510638,1956.6588522764876,9.0,7539.0,2661.5,1.0,141.0,0.0,141.0,141.0,141.0,0.2576785748691844
222.0,2918.837837837838,1964.581417217063,3.0,7542.0,2647.5,37.0,245.54054054054055,264.9306482014955,11.0,817.0,195.0,-2.0
543.0,3272.441988950276,2022.8775075468495,7.0,7549.0,3148.0,16.0,374.3125,367.7903136894037,17.0,832.0,173.0,1.1271047983648077
88.0,3248.534090909091,2186.4797670147973,24.0,7553.0,2883.5,20.0,334.45,307.92182043499287,11.0,834.0,183.5,1.8704039052790271
250.0,2937.556,2052.8293876657162,45.0,7558.0,2752.5,40.0,158.225,179.56175643772258,11.0,835.0,41.0,1.305351369446624
273.0,3180.901098901099,2089.344295137871,59.0,7562.0,2943.0,24.0,64.29166666666667,44.273279344192346,11.0,151.0,40.5,0.8976270912904415
359.0,3249.816155988858,2083.4059602417237,7.0,7570.0,3220.0,17.0,171.76470588235293,201.71427941281485,18.0,836.0,88.0,4.008600171761918
661.0,3055.6036308623297,2123.489872296966,2.0,7586.0,2669.0,83.0,234.27710843373495,311.66974772128737,16.0,851.0,87.0,1.1634595517699902
572.0,3139.0087412587413,2012.709004460624,2.0,7592.0,2981.5,50.0,608.44,362.4692075197561,16.0,873.0,862.0,2.214843848047698
415.0,3173.212048192771,1981.300712681371,25.0,7597.0,2925.0,31.0,109.64516129032258,137.76664430492056,18.0,797.0,81.0,-0.0809219076239261
472.0,3019.0423728813557,2002.3873839726107,26.0,7600.0,2694.0,33.0,298.7878787878788,299.08332249135884,11.0,878.0,195.0,2.7427251313046983
314.0,2775.229299363057,2058.041151323953,2.0,7603.0,2234.5,23.0,114.43478260869566,189.56376146229888,11.0,879.0,39.0,0.0413926851582249
20.0,2755.25,2154.4134207482093,294.0,7605.0,2293.0,17.0,308.88235294117646,377.02954828079004,11.0,883.0,54.0,-1.2464169411070931
110.0,3115.1363636363635,1972.363130300451,180.0,7606.0,2785.5,43.0,263.7906976744186,254.9585062583062,11.0,886.0,195.0,0.7781512503836436
251.0,3191.820717131474,2093.870284581752,29.0,7608.0,2903.0,163.0,210.09202453987731,189.20906766348511,11.0,888.0,195.0,-2.6989700043360187
276.0,2877.9746376811595,2016.3076912709757,9.0,7612.0,2529.5,41.0,245.26829268292684,300.41662326048373,18.0,895.0,94.0,2.4345689040341987
357.0,3267.1652661064427,2185.004810133415,23.0,7625.0,2963.0,50.0,236.4,246.77009543297584,11.0,897.0,132.0,-2.886056647693163
425.0,3042.338823529412,1987.716163433574,39.0,7535.0,2959.0,27.0,223.8148148148148,245.8445815938187,11.0,826.0,132.0,3.9556877503135057
564.0,2760.921985815603,1938.8735170687085,14.0,7629.0,2508.0,19.0,218.10526315789474,254.39089166432996,11.0,637.0,41.0,-2.214670164989233
366.0,3015.5054644808743,1965.7418985509703,5.0,7631.0,2784.5,73.0,172.58904109589042,178.15652926850117,17.0,754.0,92.0,1.8976270912904407
188.0,3107.122340425532,2032.0421629617078,0.0,7635.0,2943.5,4.0,351.5,0.5,351.0,352.0,351.5,1.230448921378274
339.0,2981.0619469026547,1930.737491646471,24.0,7636.0,2866.0,78.0,158.80769230769232,136.9414115497524,17.0,424.0,92.0,2.9689496809813427
584.0,2745.695205479452,1852.7323305343245,6.0,6110.0,2527.0,21.0,311.3333333333333,238.61192508684638,35.0,701.0,324.0,1.167317334748176
323.0,3007.965944272446,2035.8831711976754,52.0,7638.0,2732.0,78.0,175.16666666666666,173.99369401089098,17.0,754.0,92.5,2.074816440645175
379.0,2947.042216358839,2035.1337475088562,1.0,7643.0,3026.0,47.0,344.36170212765956,281.7468628103705,11.0,903.0,315.0,-1.494850021680094
279.0,2542.6236559139784,1919.0424354656197,8.0,7648.0,2068.0,29.0,224.17241379310346,189.69941176821843,17.0,738.0,197.0,-0.0352690789463705
343.0,3101.0962099125363,1959.562331262329,3.0,7651.0,3023.0,78.0,158.80769230769232,136.9414115497524,17.0,424.0,92.0,0.0681858617461615
194.0,2451.479381443299,1914.0512688755632,76.0,7653.0,1899.5,38.0,149.55263157894737,193.335091890305,8.0,904.0,38.5,0.8034571156484139
738.0,3273.350948509485,2048.5285803021684,2.0,7669.0,3132.5,45.0,86.93333333333334,66.35105290967297,18.0,285.0,92.0,2.2600713879850747
9.0,5289.777777777777,2465.11215781702,1075.0,7670.0,5709.0,72.0,139.56944444444446,164.68065277892046,18.0,800.0,88.0,-2.096910013008056
363.0,3057.396694214876,2043.0742614195456,58.0,7676.0,2870.0,20.0,314.55,302.11661241977407,35.0,905.0,171.5,0.1903316981702915
446.0,2875.804932735426,2006.5877848182836,24.0,7678.0,2438.5,22.0,263.09090909090907,352.74545407687515,11.0,907.0,92.0,-1.8860566476931635
316.0,2680.487341772152,1867.9309332410437,9.0,7680.0,2437.5,1.0,141.0,0.0,141.0,141.0,141.0,2.414973347970818
256.0,3144.08984375,2028.4892035599673,37.0,7682.0,2860.5,37.0,245.54054054054055,264.9306482014955,11.0,817.0,195.0,-2.4775557664936803
544.0,2884.8051470588234,1989.127520526194,28.0,7688.0,2588.0,3.0,116.66666666666667,0.4714045207910317,116.0,117.0,117.0,2.505149978319906
38.0,3429.3947368421054,2551.7061633704666,24.0,7193.0,3132.5,22.0,116.27272727272727,131.2250605979118,11.0,463.0,81.0,1.3688445068258213
536.0,2918.3861940298507,1982.9204420716214,55.0,7693.0,2663.0,21.0,271.04761904761904,298.30161728573216,11.0,701.0,42.0,0.7664128471123994
363.0,2589.1101928374655,1957.4371924823504,23.0,7695.0,2159.0,14.0,87.92857142857143,54.452422595607366,11.0,143.0,127.0,2.385606273598312
20.0,3536.5,2444.258936774089,389.0,7698.0,3017.0,45.0,396.46666666666664,333.4524853708546,11.0,916.0,304.0,1.100370545117563
387.0,2938.0516795865633,1993.7692939077028,32.0,7700.0,2811.0,28.0,118.32142857142857,159.43360767135027,11.0,835.0,41.0,1.5314789170422551
