protein_len,protein_mean,protein_std,protein_min,protein_max,protein_median,compound_len,compound_mean,compound_std,compound_min,compound_max,compound_median,log10_kcat
95.0,2902.294736842105,2114.928575992874,24.0,7622.0,2626.0,23.0,85.17391304347827,58.95219299229788,11.0,188.0,41.0,1.2350231594952237
259.0,2808.6563706563707,2011.2029520541448,7.0,8233.0,2429.0,22.0,811.0454545454545,1128.2210646239314,19.0,3161.0,140.5,1.421603926869831
169.0,2516.644970414201,1974.4610869837784,4.0,8203.0,1930.0,36.0,626.3611111111111,1197.636333060012,18.0,3791.0,92.5,1.1903316981702914
367.0,3080.8964577656675,1953.4895501439248,80.0,7910.0,2892.0,4.0,351.5,0.5,351.0,352.0,351.5,-0.8013429130455774
267.0,3112.516853932584,2112.7569884898203,3.0,7938.0,2675.0,149.0,409.56375838926175,775.3057013195673,11.0,4224.0,187.0,0.4313637641589872
453.0,2864.8344370860927,2035.389485799312,8.0,8407.0,2486.0,198.0,246.65656565656565,282.1966740784387,8.0,1550.0,166.5,-1.5228787452803376
774.0,2866.220930232558,2070.014147307424,15.0,8288.0,2477.5,37.0,245.54054054054052,264.9306482014955,11.0,817.0,195.0,-0.4814860601221125
486.0,3040.917695473251,2186.7800467010466,41.0,8156.0,2619.5,25.0,140.28,203.26170716590968,11.0,701.0,41.0,0.6294095991027188
368.0,3143.883152173913,2013.6963119820389,33.0,8234.0,2902.5,19.0,161.26315789473685,252.89104000803093,11.0,968.0,123.0,2.3521825181113627
225.0,2815.302222222222,2035.3920457181805,20.0,7926.0,2583.0,1.0,2357.0,0.0,2357.0,2357.0,2357.0,1.44870631990508
293.0,2957.9044368600685,2150.0168070810905,20.0,8149.0,2752.0,15.0,2035.5333333333333,1483.2904802798705,18.0,3859.0,1865.0,-0.958607314841775
637.0,3159.778649921507,2081.4720050185742,0.0,8288.0,2775.0,52.0,505.5576923076923,666.707738225723,11.0,1756.0,100.5,-0.9871627752948278
1201.0,3242.276436303081,2117.3787681500867,7.0,8277.0,2979.0,50.0,322.04,354.740522635912,11.0,1220.0,199.0,2.994449137014036
375.0,3068.752,1993.799144638864,42.0,8071.0,3067.0,38.0,160.94736842105263,221.38379955091813,11.0,1125.0,81.0,2.383815365980431
419.0,2943.331742243437,1994.383794085124,3.0,7972.0,2775.0,41.0,302.1463414634146,565.7141638403107,11.0,2467.0,41.0,2.833784374656479
482.0,3049.319502074689,2164.8346792249185,0.0,8456.0,2740.5,64.0,85.0625,67.90523612910863,18.0,410.0,84.5,2.57978359661681
406.0,2835.256157635468,1916.820790850173,23.0,7879.0,2617.5,53.0,316.6792452830189,744.6132533848773,11.0,4784.0,132.0,1.8388490907372552
355.0,3055.645070422536,2123.174333085459,0.0,8433.0,2809.0,40.0,341.575,618.3976021743616,18.0,2523.0,93.0,-0.6777807052660807
563.0,2840.5452930728243,2050.829150689975,3.0,8290.0,2445.0,14.0,259.2857142857143,302.61229995099774,35.0,1043.0,114.5,2.369215857410143
406.0,2770.3571428571427,1950.836666041556,6.0,7943.0,2493.5,77.0,144.32467532467533,161.7469919075108,18.0,800.0,88.0,1.9242792860618816
367.0,3191.2370572207083,2275.865600141497,24.0,8369.0,2947.0,1.0,141.0,0.0,141.0,141.0,141.0,3.835056101720116
279.0,2542.6236559139784,1919.04243546562,8.0,7648.0,2068.0,29.0,224.17241379310343,189.69941176821845,17.0,738.0,197.0,-0.0352690789463705
256.0,3035.6171875,2129.5594674320764,3.0,7962.0,2894.5,103.0,226.33009708737865,275.2015814878044,8.0,1196.0,133.0,0.724275869600789
546.0,3218.051282051282,2043.5107335781895,38.0,8205.0,3066.5,129.0,93.3953488372093,75.08542097826292,18.0,285.0,92.0,3.0791812460476247
314.0,2974.0095541401274,2047.5357326166104,2.0,8207.0,2422.0,30.0,199.9333333333333,287.19388727632924,8.0,947.0,18.0,-1.3872161432802643
337.0,3339.504451038576,2227.0311638763237,15.0,8167.0,3199.0,51.0,115.70588235294116,151.54411693352742,18.0,1045.0,87.0,1.44870631990508
354.0,2968.776836158192,2038.0597171451768,24.0,8027.0,2624.5,21.0,144.95238095238096,125.81296632037204,11.0,457.0,132.0,2.271841606536499
432.0,2906.696759259259,2043.267576019284,23.0,8026.0,2570.5,13.0,791.3846153846154,901.5939337095028,11.0,2238.0,132.0,1.662757831681574
391.0,2887.1892583120207,2078.373628865462,0.0,8250.0,2650.0,101.0,163.64356435643563,176.14949682261295,8.0,657.0,93.0,1.9795483747040952
251.0,3191.820717131474,2093.870284581752,29.0,7608.0,2903.0,133.0,396.5037593984962,603.427698094786,11.0,3407.0,196.0,1.3010299956639813
1336.0,3016.7784431137725,2112.734829172269,7.0,8273.0,2638.0,17.0,414.88235294117646,860.3583304341306,34.0,2759.0,41.0,-0.3279021420642826
256.0,3035.6171875,2129.5594674320764,3.0,7962.0,2894.5,71.0,206.5211267605634,189.63187905428765,16.0,957.0,199.0,1.7781512503836436
520.0,3116.2403846153848,2041.438765331905,3.0,8103.0,2864.0,17.0,250.11764705882356,244.10289112029625,36.0,701.0,188.0,2.626853414666726
539.0,2902.2764378478664,2035.7896781713705,4.0,8303.0,2622.0,30.0,228.7,308.32398003831395,11.0,1389.0,132.0,1.100370545117563
377.0,2475.4615384615386,1939.0716021408111,22.0,8089.0,2138.0,18.0,526.6111111111111,788.5791821644862,11.0,2648.0,114.5,0.0791812460476248
342.0,2867.815789473684,2003.5873568366912,4.0,7936.0,2535.5,24.0,78.25,51.09733358992424,18.0,150.0,87.5,3.690196080028514
319.0,3192.360501567398,2123.981598151516,20.0,8153.0,3120.0,35.0,204.17142857142855,341.0925710724529,18.0,1296.0,93.0,1.0791812460476249
462.0,2798.3203463203463,2046.496608655804,5.0,8121.0,2294.0,91.0,479.4835164835165,805.2186975146533,18.0,2721.0,92.0,0.8920946026904804
427.0,2813.4824355971896,2126.329823115505,0.0,8093.0,2433.0,27.0,286.1111111111111,586.7661742209383,11.0,2819.0,88.0,1.505149978319906
385.0,3020.4233766233765,2115.514071564168,11.0,8093.0,2738.0,101.0,163.64356435643563,176.14949682261295,8.0,657.0,93.0,2.31722734917642
273.0,3180.901098901099,2089.344295137871,59.0,7562.0,2943.0,13.0,487.6923076923077,669.1991062359411,36.0,1974.0,41.0,0.4771212547196624
316.0,2931.98417721519,1961.318699469538,6.0,7427.0,2641.5,78.0,158.80769230769232,136.9414115497524,17.0,424.0,92.0,0.0969100130080564
347.0,2548.9481268011527,1994.5074645454736,24.0,8122.0,1943.0,10.0,301.1,489.64220610564206,8.0,1616.0,17.0,0.3617278360175928
677.0,2728.93353028065,1881.7623900947956,4.0,8134.0,2448.0,21.0,140.1904761904762,131.2495329869674,18.0,450.0,88.0,1.4032921451582543
395.0,2971.2481012658227,2020.9496086553572,24.0,8283.0,2524.0,26.0,175.73076923076923,264.02572102154505,11.0,1210.0,127.0,2.220108088040055
480.0,3258.295833333333,2099.0640394350303,9.0,8404.0,3017.5,60.0,102.41666666666669,92.67780958184588,18.0,410.0,87.5,1.1271047983648077
616.0,2844.993506493506,1999.778891176272,7.0,8079.0,2639.5,27.0,689.7777777777778,1343.7704922353628,35.0,4390.0,41.0,0.1139433523068366
324.0,2359.6604938271603,1802.8955471328231,7.0,7953.0,2076.0,46.0,122.08695652173913,85.37304993939618,17.0,332.0,89.0,3.702430536445525
262.0,3398.2824427480914,2229.601897764749,40.0,8016.0,3100.5,198.0,252.8080808080808,232.2824246110441,8.0,1117.0,199.0,-0.4814860601221125
432.0,2850.4699074074074,1980.139831861393,21.0,8340.0,2574.5,24.0,64.29166666666667,44.273279344192346,11.0,151.0,40.5,0.0413926851582249
376.0,2911.553191489362,2094.9986105059184,3.0,8187.0,2604.0,47.0,106.53191489361704,64.02089122586828,18.0,235.0,89.0,-0.3372421683184259
558.0,2739.1648745519715,1909.8994629245449,2.0,8060.0,2421.0,25.0,109.4,180.1321736947623,11.0,907.0,39.0,1.6857417386022635
710.0,3232.4352112676056,1978.8624191619372,12.0,8153.0,3012.0,87.0,91.72413793103448,72.9817627440058,18.0,285.0,92.0,3.0538464268522527
188.0,2956.271276595745,2026.511197564873,76.0,8414.0,2607.0,90.0,213.44444444444449,222.5114284760878,11.0,958.0,184.0,2.6989700043360187
274.0,2989.036496350365,2012.688596263548,25.0,6338.0,2672.0,24.0,265.5,236.0086509713857,35.0,603.0,188.0,1.7160033436347992
456.0,2700.3881578947367,1890.209434636699,3.0,7870.0,2393.0,1.0,1273.0,0.0,1273.0,1273.0,1273.0,1.5276299008713388
289.0,2811.636678200692,2074.782262183509,23.0,8168.0,2247.0,104.0,229.16346153846155,301.3633798952088,11.0,2177.0,147.5,-0.2182446253475311
611.0,3302.509001636661,2110.600833893878,2.0,8306.0,3080.0,6.0,886.3333333333334,901.6700554464968,39.0,2154.0,324.0,-0.6989700043360187
479.0,2910.1294363256784,2017.3862593373503,4.0,8188.0,2584.0,31.0,486.64516129032256,588.0163234725165,11.0,1406.0,93.0,0.1461280356782378
504.0,2887.992063492064,2173.316751492512,6.0,7937.0,2650.0,40.0,234.8,203.5295064603656,17.0,738.0,198.0,-0.7569619513137056
563.0,3249.245115452931,2187.0185412511523,4.0,8178.0,2891.0,27.0,386.4814814814815,318.41091205598417,11.0,1329.0,324.0,2.3654879848909
136.0,2971.1470588235293,2095.477253407961,38.0,8032.0,2492.5,5.0,3948.6,1.019803902718557,3947.0,3950.0,3949.0,1.0293837776852095
325.0,2704.9015384615386,1956.8466052450744,2.0,7428.0,2317.0,1.0,141.0,0.0,141.0,141.0,141.0,4.484014962667563
274.0,3162.1423357664235,2140.3671758891605,23.0,8149.0,2956.0,8.0,603.625,821.6828672760556,18.0,2016.0,214.5,0.9590413923210936
133.0,2664.721804511278,1913.2201503381416,6.0,7255.0,2447.0,95.0,167.6,331.42967500464454,11.0,3082.0,94.0,2.380211241711606
729.0,2820.976680384088,1995.2452770287612,3.0,8258.0,2455.0,1.0,141.0,0.0,141.0,141.0,141.0,2.582063362911709
1111.0,3119.017101710171,1965.4500323311504,6.0,8110.0,2962.0,24.0,650.4166666666666,810.9394714705215,36.0,3144.0,285.5,0.9777236052888476
597.0,3050.333333333333,2179.3939488688766,21.0,8138.0,2751.0,43.0,260.9767441860465,381.21802883085,11.0,1829.0,41.0,3.146128035678238
503.0,2905.182902584493,1951.1269512939264,4.0,8216.0,2687.0,72.0,139.56944444444446,164.68065277892046,18.0,800.0,88.0,1.0413926851582251
380.0,3191.386842105263,2153.218084961627,47.0,8111.0,3140.5,19.0,116.52631578947368,129.69696194999392,11.0,431.0,39.0,0.414973347970818
375.0,2685.210666666667,1905.8789079108765,5.0,8442.0,2406.0,77.0,144.32467532467533,161.7469919075108,18.0,800.0,88.0,-0.3187587626244127
312.0,2845.628205128205,2049.3285633315422,42.0,7944.0,2449.0,14.0,155.28571428571428,228.60303352925027,36.0,701.0,41.0,0.9943171526696368
289.0,2811.636678200692,2074.782262183509,23.0,8168.0,2247.0,142.0,213.80281690140845,269.7068632881654,11.0,2215.0,133.0,-0.2076083105017461
110.0,3115.1363636363635,1972.363130300451,180.0,7606.0,2785.5,51.0,240.94117647058823,229.4923136621104,17.0,1256.0,196.0,-1.537602002101044
473.0,3008.420718816068,2195.9491349124023,2.0,8359.0,2582.0,50.0,236.4,246.77009543297584,11.0,897.0,132.0,0.9637878273455552
340.0,2713.455882352941,1892.873189825329,2.0,8189.0,2288.5,26.0,174.03846153846155,139.24811302939986,11.0,455.0,132.5,2.690196080028514
379.0,3137.364116094987,2041.5026359371184,2.0,8143.0,2877.0,29.0,113.65517241379312,158.84350916635094,16.0,571.0,18.0,4.857332496431268
326.0,2985.159509202454,1977.5070503201796,49.0,8480.0,2774.5,14.0,87.92857142857143,54.452422595607366,11.0,143.0,127.0,-2.6757175447023074
244.0,2791.4262295081967,1953.6146822045357,8.0,8355.0,2513.5,1.0,141.0,0.0,141.0,141.0,141.0,1.2787536009528289
403.0,2770.786600496278,2075.9698033535647,10.0,8086.0,2520.0,4.0,351.5,0.5,351.0,352.0,351.5,2.041392685158225
283.0,2593.402826855124,1873.4512360463507,8.0,8333.0,2347.0,41.0,236.34146341463412,297.7775900883645,11.0,1550.0,131.0,0.4771212547196624
375.0,2998.7226666666666,2057.728142171901,22.0,8258.0,2661.0,30.0,184.06666666666663,252.46266170575717,11.0,1125.0,39.0,-1.136677139879544
219.0,2917.150684931507,2154.646967054352,0.0,8401.0,2227.0,37.0,245.54054054054052,264.9306482014955,11.0,817.0,195.0,0.4099331233312945
315.0,2947.3015873015875,1965.8133712619824,60.0,7518.0,2742.0,1.0,141.0,0.0,141.0,141.0,141.0,3.597695185925512
669.0,3136.494768310912,2035.1627250019108,2.0,8187.0,3046.0,46.0,472.69565217391306,252.39383214103225,38.0,775.0,628.0,0.1072099696478683
375.0,2659.485333333333,2013.18884007062,52.0,8042.0,2235.0,16.0,649.0,638.1751327026147,11.0,1357.0,344.5,2.296665190261531
260.0,2825.673076923077,1943.8248231569896,9.0,8191.0,2476.5,78.0,158.80769230769232,136.9414115497524,17.0,424.0,92.0,2.06781451116184
617.0,3304.398703403566,2147.40562626012,3.0,8081.0,3201.0,41.0,103.60975609756098,119.45218005316062,18.0,797.0,87.0,1.944482672150169
316.0,3064.376582278481,2120.911383233057,6.0,7807.0,2809.5,1.0,141.0,0.0,141.0,141.0,141.0,4.546048866401734
495.0,2836.319191919192,2120.888843385081,7.0,8073.0,2469.0,1.0,1273.0,0.0,1273.0,1273.0,1273.0,-0.0705810742857072
395.0,2501.713924050633,1887.7826311480749,2.0,7839.0,2048.0,49.0,405.1428571428572,767.1619577297581,16.0,3709.0,54.0,1.657055852857104
391.0,2887.1892583120207,2078.373628865462,0.0,8250.0,2650.0,105.0,226.43809523809523,338.5765981790046,16.0,3009.0,100.0,-0.2218487496163562
166.0,3429.265060240964,1949.6139320285788,124.0,8085.0,3355.0,37.0,603.1351351351351,471.10423257991584,18.0,1200.0,974.0,1.7234556720351857
195.0,3322.979487179487,2171.64369027885,7.0,8107.0,2975.0,26.0,174.03846153846155,139.24811302939986,11.0,455.0,132.5,0.8388490907372552
273.0,2888.4945054945056,2023.7876163036167,4.0,7798.0,2459.0,1.0,141.0,0.0,141.0,141.0,141.0,-0.9208187539523752
395.0,2647.9113924050635,1967.2887813208104,3.0,8217.0,2314.0,24.0,681.9583333333334,541.6780623801271,32.0,1230.0,966.5,-0.4814860601221125
479.0,3232.837160751566,1918.9898043239432,71.0,8004.0,3004.0,87.0,237.19540229885055,415.0437129472293,17.0,1768.0,132.0,-1.494850021680094
272.0,3208.7720588235293,2183.0385073363705,6.0,8029.0,2842.5,50.0,236.4,246.77009543297584,11.0,897.0,132.0,-3.657577319177794
482.0,3130.6721991701243,2001.3369163418213,3.0,8046.0,2916.0,54.0,195.61111111111111,280.03170565641227,8.0,967.0,18.0,2.888348010178049
381.0,3026.6220472440946,1880.5068755844045,28.0,6362.0,2856.0,19.0,85.47368421052632,89.8650265213879,8.0,295.0,30.0,0.1461280356782378
478.0,3240.1673640167364,2032.8828565342765,3.0,8185.0,3229.5,45.0,86.93333333333334,66.35105290967297,18.0,285.0,92.0,3.285557309007774
334.0,3113.0359281437127,2018.2702097161648,6.0,6529.0,2988.0,171.0,211.0058479532164,192.966060618433,8.0,1117.0,195.0,0.1760912590556812
320.0,2990.071875,2060.21161029856,49.0,8031.0,2772.0,39.0,370.9230769230769,314.3305776273734,17.0,956.0,248.0,1.2787536009528289
1336.0,3016.7784431137725,2112.734829172269,7.0,8273.0,2638.0,15.0,214.26666666666668,309.1977720201461,35.0,1043.0,41.0,-0.2757241303992109
1176.0,3084.048469387755,2137.300163359601,1.0,8333.0,2675.0,22.0,184.8636363636364,311.12439714022395,8.0,968.0,34.5,-0.4685210829577448
502.0,2993.1274900398407,2011.4895146163767,22.0,8275.0,2614.0,26.0,77.92307692307692,68.19932498928478,18.0,259.0,39.0,0.5563025007672873
407.0,2936.5331695331697,2139.295933057094,14.0,8353.0,2551.0,19.0,295.94736842105266,365.9792162180813,11.0,1389.0,217.0,1.5403294747908738
345.0,3011.034782608696,2100.453169587637,5.0,8114.0,2696.0,18.0,247.33333333333331,392.080915685072,11.0,1333.0,132.0,-0.0268721464003013
425.0,3042.338823529412,1987.716163433574,39.0,7535.0,2959.0,7.0,195.7142857142857,148.46617150594494,11.0,354.0,289.0,4.031973689091717
472.0,3071.364406779661,1993.8637143183823,26.0,7600.0,2746.0,34.0,144.23529411764707,233.70394278225672,11.0,1116.0,41.0,2.9489017609702137
488.0,3172.840163934426,2114.1683806323344,14.0,8148.0,2930.5,93.0,235.4731182795699,255.95121306788428,8.0,1256.0,192.0,2.3242824552976926
763.0,3007.0629095674967,2120.418294059661,7.0,8417.0,2755.0,19.0,224.05263157894737,357.1921897071822,16.0,1597.0,132.0,0.8382192219076258
577.0,3169.712305025997,1951.2758587712883,6.0,8234.0,3039.0,87.0,91.72413793103448,72.9817627440058,18.0,285.0,92.0,1.1760912590556811
247.0,2983.5303643724696,2214.929930552238,3.0,8032.0,2475.0,90.0,198.6555555555556,232.891112425772,11.0,1582.0,160.0,1.8325089127062364
362.0,3097.651933701657,1982.628283869425,2.0,8203.0,2919.5,78.0,158.80769230769232,136.9414115497524,17.0,424.0,92.0,1.0038911662369103
314.0,2974.0095541401274,2047.5357326166104,2.0,8207.0,2422.0,27.0,107.8148148148148,209.58319077300865,8.0,1005.0,17.0,0.7435097647284298
501.0,2864.9221556886228,2089.0603719024584,2.0,8010.0,2551.0,78.0,158.80769230769232,136.9414115497524,17.0,424.0,92.0,-1.134896025358872
376.0,2837.646276595745,1767.959704245886,13.0,5232.0,2980.5,47.0,354.6170212765957,259.6929900324194,11.0,812.0,316.0,0.2304489213782739
